,submission_id,experiment_id,languages,picture,prolificid,verb,startDate,trial_name,trial_number,rating,ID,POS,DOI,ES
50,34,2,english,2_25_78_r,6272a66f47d069b6f07d883e,caused,Sat Aug 19 2023 17:15:56 GMT+0100 (British Summer Time),slider_rating,11,yes,2_25_78_r,0.6456563062257954,0.0,2.0
51,34,2,english,5_0_45_r,6272a66f47d069b6f07d883e,forced,Sat Aug 19 2023 17:15:56 GMT+0100 (British Summer Time),slider_rating,12,yes,5_0_45_r,0.3460846838095933,0.1947292522971814,5.0
52,34,2,english,,6272a66f47d069b6f07d883e,,Sat Aug 19 2023 17:15:56 GMT+0100 (British Summer Time),slider_rating,13,yes,,,,
53,34,2,english,4_5_45_r,6272a66f47d069b6f07d883e,forced,Sat Aug 19 2023 17:15:56 GMT+0100 (British Summer Time),slider_rating,14,no,4_5_45_r,0.1634788290476016,0.3333333333333333,5.0
54,34,2,english,2_75_78_r,6272a66f47d069b6f07d883e,made,Sat Aug 19 2023 17:15:56 GMT+0100 (British Summer Time),slider_rating,15,no,2_75_78_r,0.5,0.0,2.0
55,34,2,english,4_25_56,6272a66f47d069b6f07d883e,caused,Sat Aug 19 2023 17:15:56 GMT+0100 (British Summer Time),slider_rating,16,yes,4_25_56,0.4096822830563665,0.0,4.0
56,34,2,english,1_25_89,6272a66f47d069b6f07d883e,forced,Sat Aug 19 2023 17:15:56 GMT+0100 (British Summer Time),slider_rating,17,yes,1_25_89,1.0,0.3678794411714423,1.0
57,34,2,english,2_25_45_r,6272a66f47d069b6f07d883e,forced,Sat Aug 19 2023 17:15:56 GMT+0100 (British Summer Time),slider_rating,18,no,2_25_45_r,0.1634788290476016,0.5,5.0
58,34,2,english,2_25_78,6272a66f47d069b6f07d883e,forced,Sat Aug 19 2023 17:15:56 GMT+0100 (British Summer Time),slider_rating,19,yes,2_25_78,0.6456563062257954,0.0,2.0
59,34,2,english,5_25_45,6272a66f47d069b6f07d883e,made,Sat Aug 19 2023 17:15:56 GMT+0100 (British Summer Time),slider_rating,20,yes,5_25_45,0.3460846838095933,0.1947292522971814,5.0
60,36,2,English,5_25_45_r,5ec25b6df4cd5202a0cebb0b,forced,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,1,yes,5_25_45_r,0.3460846838095933,0.1947292522971814,5.0
61,36,2,English,,5ec25b6df4cd5202a0cebb0b,,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,2,no,,,,
62,36,2,English,1_25_89_r,5ec25b6df4cd5202a0cebb0b,made,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,3,yes,1_25_89_r,1.0,0.3678794411714423,1.0
63,36,2,English,2_25_78,5ec25b6df4cd5202a0cebb0b,forced,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,4,yes,2_25_78,0.6456563062257954,0.0,2.0
64,36,2,English,1_75_89_r,5ec25b6df4cd5202a0cebb0b,caused,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,5,yes,1_75_89_r,1.0,0.5,1.0
65,36,2,English,4_25_56_r,5ec25b6df4cd5202a0cebb0b,forced,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,6,yes,4_25_56_r,0.4096822830563665,0.0,4.0
66,36,2,English,3_25_67,5ec25b6df4cd5202a0cebb0b,forced,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,7,yes,3_25_67,0.5017131981555416,0.25,3.0
67,36,2,English,4_75_56,5ec25b6df4cd5202a0cebb0b,caused,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,8,yes,4_75_56,0.4096822830563665,0.0,4.0
68,36,2,English,2_5_45,5ec25b6df4cd5202a0cebb0b,caused,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,9,yes,2_5_45,0.3460846838095933,0.001347589399817,5.0
69,36,2,English,2_0_78,5ec25b6df4cd5202a0cebb0b,caused,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,10,yes,2_0_78,0.6456563062257954,0.0067379469990854,2.0
70,36,2,English,4_5_45,5ec25b6df4cd5202a0cebb0b,forced,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,11,no,4_5_45,0.1634788290476016,0.3333333333333333,5.0
71,36,2,English,1_25_89,5ec25b6df4cd5202a0cebb0b,forced,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,12,yes,1_25_89,1.0,0.3678794411714423,1.0
72,36,2,English,1_1_89,5ec25b6df4cd5202a0cebb0b,made,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,13,yes,1_1_89,1.0,0.5,1.0
73,36,2,English,3_75_67,5ec25b6df4cd5202a0cebb0b,made,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,14,yes,3_75_67,0.5017131981555416,0.25,3.0
74,36,2,English,2_75_78,5ec25b6df4cd5202a0cebb0b,made,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,15,yes,2_75_78,0.5,0.0,2.0
75,36,2,English,1_5_78,5ec25b6df4cd5202a0cebb0b,made,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,16,no,1_5_78,0.3543436937742045,0.0067379469990854,2.0
76,36,2,English,2_5_78,5ec25b6df4cd5202a0cebb0b,made,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,17,yes,2_5_78,0.6456563062257954,0.0,2.0
77,36,2,English,2_5_56,5ec25b6df4cd5202a0cebb0b,made,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,18,no,2_5_56,0.25,1.0,4.0
78,36,2,English,,5ec25b6df4cd5202a0cebb0b,,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,19,yes,,,,
79,36,2,English,5_25_34,5ec25b6df4cd5202a0cebb0b,caused,Sat Aug 19 2023 17:13:51 GMT+0100 (British Summer Time),slider_rating,20,no,5_25_34,0.1400898436976428,0.5,6.0
80,38,2,English,2_75_78_r,610af1f010f5e9cb15989d31,made,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,1,yes,2_75_78_r,0.5,0.0,2.0
81,38,2,English,3_75_56,610af1f010f5e9cb15989d31,made,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,2,yes,3_75_56,0.25,1.0,4.0
82,38,2,English,4_5_45_r,610af1f010f5e9cb15989d31,made,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,3,no,4_5_45_r,0.1634788290476016,0.3333333333333333,5.0
83,38,2,English,5_0_45,610af1f010f5e9cb15989d31,made,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,4,yes,5_0_45,0.3460846838095933,0.1947292522971814,5.0
84,38,2,English,5_25_34_r,610af1f010f5e9cb15989d31,caused,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,5,no,5_25_34_r,0.1400898436976428,0.5,6.0
85,38,2,English,3_75_67,610af1f010f5e9cb15989d31,forced,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,6,yes,3_75_67,0.5017131981555416,0.25,3.0
86,38,2,English,2_25_45,610af1f010f5e9cb15989d31,forced,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,7,no,2_25_45,0.1634788290476016,0.5,5.0
87,38,2,English,2_5_45,610af1f010f5e9cb15989d31,forced,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,8,yes,2_5_45,0.3460846838095933,0.001347589399817,5.0
88,38,2,English,2_0_78,610af1f010f5e9cb15989d31,made,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,9,yes,2_0_78,0.6456563062257954,0.0067379469990854,2.0
89,38,2,English,3_5_56,610af1f010f5e9cb15989d31,forced,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,10,no,3_5_56,0.25,1.0,4.0
90,38,2,English,,610af1f010f5e9cb15989d31,,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,11,no,,,,
91,38,2,English,,610af1f010f5e9cb15989d31,,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,12,yes,,,,
92,38,2,English,1_25_89,610af1f010f5e9cb15989d31,forced,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,13,yes,1_25_89,1.0,0.3678794411714423,1.0
93,38,2,English,1_75_89,610af1f010f5e9cb15989d31,made,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,14,yes,1_75_89,1.0,0.5,1.0
94,38,2,English,2_0_78_r,610af1f010f5e9cb15989d31,caused,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,15,yes,2_0_78_r,0.6456563062257954,0.0067379469990854,2.0
95,38,2,English,2_5_45_r,610af1f010f5e9cb15989d31,caused,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,16,yes,2_5_45_r,0.3460846838095933,0.001347589399817,5.0
96,38,2,English,3_5_56_r,610af1f010f5e9cb15989d31,forced,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,17,no,3_5_56_r,0.25,1.0,4.0
97,38,2,English,2_25_78_r,610af1f010f5e9cb15989d31,made,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,18,yes,2_25_78_r,0.6456563062257954,0.0,2.0
98,38,2,English,4_0_23,610af1f010f5e9cb15989d31,made,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,19,no,4_0_23,0.1226605713054616,0.25,7.0
99,38,2,English,3_25_67_r,610af1f010f5e9cb15989d31,caused,Sat Aug 19 2023 17:17:17 GMT+0100 (British Summer Time),slider_rating,20,yes,3_25_67_r,0.5017131981555416,0.25,3.0
100,40,2,English,1_5_56,589f4cdd890ea500014c4d85,caused,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,1,yes,1_5_56,0.25,0.4403985389889412,4.0
101,40,2,English,5_25_34,589f4cdd890ea500014c4d85,caused,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,2,no,5_25_34,0.1400898436976428,0.5,6.0
102,40,2,English,4_25_56_r,589f4cdd890ea500014c4d85,made,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,3,no,4_25_56_r,0.4096822830563665,0.0,4.0
103,40,2,English,4_25_56,589f4cdd890ea500014c4d85,made,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,4,no,4_25_56,0.4096822830563665,0.0,4.0
104,40,2,English,2_75_78_r,589f4cdd890ea500014c4d85,caused,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,5,no,2_75_78_r,0.5,0.0,2.0
105,40,2,English,1_75_56_r,589f4cdd890ea500014c4d85,made,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,6,yes,1_75_56_r,0.4096822830563665,1.0,4.0
106,40,2,English,,589f4cdd890ea500014c4d85,,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,7,yes,,,,
107,40,2,English,,589f4cdd890ea500014c4d85,,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,8,no,,,,
108,40,2,English,2_0_78,589f4cdd890ea500014c4d85,made,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,9,yes,2_0_78,0.6456563062257954,0.0067379469990854,2.0
109,40,2,English,2_25_78,589f4cdd890ea500014c4d85,caused,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,10,yes,2_25_78,0.6456563062257954,0.0,2.0
110,40,2,English,1_1_89,589f4cdd890ea500014c4d85,made,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,11,no,1_1_89,1.0,0.5,1.0
111,40,2,English,2_5_78_r,589f4cdd890ea500014c4d85,caused,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,12,yes,2_5_78_r,0.6456563062257954,0.0,2.0
112,40,2,English,5_25_45_r,589f4cdd890ea500014c4d85,made,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,13,yes,5_25_45_r,0.3460846838095933,0.1947292522971814,5.0
113,40,2,English,1_5_78_r,589f4cdd890ea500014c4d85,made,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,14,yes,1_5_78_r,0.3543436937742045,0.0067379469990854,2.0
114,40,2,English,2_5_78,589f4cdd890ea500014c4d85,caused,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,15,yes,2_5_78,0.6456563062257954,0.0,2.0
115,40,2,English,1_1_78,589f4cdd890ea500014c4d85,caused,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,16,no,1_1_78,0.5,1.0,2.0
116,40,2,English,2_75_78,589f4cdd890ea500014c4d85,made,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,17,no,2_75_78,0.5,0.0,2.0
117,40,2,English,3_5_56,589f4cdd890ea500014c4d85,made,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,18,no,3_5_56,0.25,1.0,4.0
118,40,2,English,3_75_67_r,589f4cdd890ea500014c4d85,forced,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,19,no,3_75_67_r,0.5017131981555416,0.25,3.0
119,40,2,English,1_75_89,589f4cdd890ea500014c4d85,caused,Sat Aug 19 2023 17:18:42 GMT+0100 (British Summer Time),slider_rating,20,no,1_75_89,1.0,0.5,1.0
120,42,2,English,,5df1a104afb8b00c39e6763d,,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,1,no,,,,
121,42,2,English,2_5_45_r,5df1a104afb8b00c39e6763d,caused,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,2,yes,2_5_45_r,0.3460846838095933,0.001347589399817,5.0
122,42,2,English,4_75_56,5df1a104afb8b00c39e6763d,made,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,3,yes,4_75_56,0.4096822830563665,0.0,4.0
123,42,2,English,,5df1a104afb8b00c39e6763d,,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,4,yes,,,,
124,42,2,English,1_5_78,5df1a104afb8b00c39e6763d,made,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,5,yes,1_5_78,0.3543436937742045,0.0067379469990854,2.0
125,42,2,English,1_0_78,5df1a104afb8b00c39e6763d,made,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,6,no,1_0_78,0.3543436937742045,0.0067379469990854,2.0
126,42,2,English,3_0_67_r,5df1a104afb8b00c39e6763d,made,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,7,yes,3_0_67_r,0.5017131981555416,0.3333333333333333,3.0
127,42,2,English,3_75_56,5df1a104afb8b00c39e6763d,caused,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,8,no,3_75_56,0.25,1.0,4.0
128,42,2,English,4_5_45_r,5df1a104afb8b00c39e6763d,forced,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,9,yes,4_5_45_r,0.1634788290476016,0.3333333333333333,5.0
129,42,2,English,1_5_56,5df1a104afb8b00c39e6763d,caused,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,10,yes,1_5_56,0.25,0.4403985389889412,4.0
130,42,2,English,5_0_45,5df1a104afb8b00c39e6763d,made,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,11,no,5_0_45,0.3460846838095933,0.1947292522971814,5.0
131,42,2,English,3_0_67,5df1a104afb8b00c39e6763d,forced,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,12,no,3_0_67,0.5017131981555416,0.3333333333333333,3.0
132,42,2,English,1_75_78_r,5df1a104afb8b00c39e6763d,made,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,13,no,1_75_78_r,0.5,1.0,2.0
133,42,2,English,2_5_56,5df1a104afb8b00c39e6763d,caused,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,14,yes,2_5_56,0.25,1.0,4.0
134,42,2,English,4_5_45,5df1a104afb8b00c39e6763d,made,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,15,no,4_5_45,0.1634788290476016,0.3333333333333333,5.0
135,42,2,English,2_5_78_r,5df1a104afb8b00c39e6763d,caused,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,16,yes,2_5_78_r,0.6456563062257954,0.0,2.0
136,42,2,English,5_0_45_r,5df1a104afb8b00c39e6763d,forced,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,17,no,5_0_45_r,0.3460846838095933,0.1947292522971814,5.0
137,42,2,English,5_25_34_r,5df1a104afb8b00c39e6763d,made,Sat Aug 19 2023 17:17:47 GMT+0100 (British Summer Time),slider_rating,18,no,5_25_34_r,0.1400898436976428,0.5,6.0
